A,B,C,D,E,F,G,H
27,81,535,2140,63,87,1898361,53563
73,219,41,164,12,93,382179,4112
84,252,693,2772,74,97,2245491,69374
51,153,251,1004,52,29,1575387,25152
20,60,237,948,54,70,1626210,23754
90,270,875,3500,39,86,1197258,87539
92,276,190,760,2,10,87630,19002
1,3,96,384,55,80,1650540,9655
38,114,563,2252,88,22,2651466,56388
69,207,277,1108,53,25,1610775,27753
54,162,194,776,70,65,2116395,19470
77,231,517,2068,80,17,2423151,51780
53,159,450,1800,95,0,2865900,45095
54,162,624,2496,72,29,2176287,62472
26,78,875,3500,28,46,847938,87528
36,108,218,872,51,6,1540818,21851
82,246,341,1364,65,56,1974768,34165
26,78,348,1392,72,21,2167863,34872
13,39,66,264,53,54,1594062,6653
17,51,421,1684,97,63,2915289,42197
63,189,520,2080,35,47,1069041,52035
76,228,272,1088,42,66,1282998,27242
96,288,921,3684,88,64,2668992,92188
80,240,143,572,95,76,2874228,14395
37,111,516,2064,25,94,761382,51625
26,78,300,1200,30,6,907818,30030
13,39,304,1216,10,24,303972,30410
82,246,217,868,60,39,1824717,21760
14,42,897,3588,33,69,994407,89733
73,219,540,2160,23,57,712071,54023
96,288,308,1232,32,60,988980,30832
10,30,255,1020,94,17,2823051,25594
75,225,636,2544,33,12,1012536,63633
84,252,8,32,7,81,235443,807
14,42,893,3572,68,70,2044410,89368
25,75,117,468,97,18,2917554,11797
58,174,897,3588,84,24,2537472,89784
1,3,665,2660,15,53,450459,66515
86,258,8,32,70,33,2125899,870
42,126,313,1252,50,31,1512693,31350
40,120,802,3208,24,25,732075,80224
37,111,205,820,65,73,1961319,20565
50,150,477,1908,11,79,345237,47711
96,288,817,3268,66,45,2008935,81766
56,168,882,3528,12,39,376917,88212
28,84,678,2712,12,30,368490,67812
79,237,2,8,61,95,1853985,261
91,273,54,216,74,95,2247585,5474
15,45,675,2700,85,16,2554548,67585
17,51,782,3128,68,8,2045124,78268
78,234,431,1724,27,47,833541,43127
40,120,112,448,27,65,822195,11227
55,165,295,1180,57,53,1726659,29557
38,114,776,3104,72,8,2171424,77672
82,246,171,684,54,49,1644747,17154
27,81,443,1772,78,82,2348346,44378
83,249,317,1268,75,19,2274957,31775
0,0,11,44,15,83,450249,1115
30,90,192,768,68,94,2049282,19268
97,291,617,2468,36,9,1109127,61736
36,108,266,1064,78,0,2350800,26678
60,180,719,2876,72,71,2178213,71972
27,81,674,2696,17,58,518274,67417
87,261,705,2820,13,56,416268,70513
49,147,83,332,26,84,794952,8326
23,69,868,3472,5,9,156927,86805
9,27,54,216,51,38,1532814,5451
59,177,880,3520,42,93,1277979,88042
89,267,144,576,69,77,2096931,14469
4,12,551,2204,95,86,2851458,55195
25,75,721,2884,48,46,1447638,72148
69,207,839,3356,75,91,2270973,83975
84,252,123,492,29,47,895341,12329
85,255,616,2464,15,59,475677,61615
79,237,463,1852,2,39,83817,46302
13,39,452,1808,3,92,94176,45203
10,30,753,3012,52,64,1563192,75352
63,189,106,424,80,11,2418933,10680
0,0,286,1144,43,25,1290075,28643
63,189,300,1200,5,15,168945,30005
95,285,609,2436,95,12,2878536,60995
90,270,322,1288,57,75,1737225,32257
96,288,697,2788,49,96,1499088,69749
94,282,193,772,89,87,2698461,19389
48,144,124,496,8,43,254529,12408
35,105,307,1228,3,40,100620,30703
59,177,161,644,79,84,2387952,16179
14,42,407,1628,81,57,2434371,40781
33,99,819,3276,10,63,310089,81910
95,285,624,2496,19,82,598746,62419
36,108,586,2344,72,82,2171046,58672
81,243,141,564,81,15,2454345,14181
18,54,863,3452,69,4,2075412,86369
55,165,403,1612,27,33,826599,40327
25,75,938,3752,31,17,937551,93831
0,0,57,228,25,85,750255,5725
23,69,485,1940,54,25,1626975,48554
94,282,517,2068,72,12,2188236,51772
33,99,456,1824,28,34,850002,45628
42,126,868,3472,8,25,252675,86808
3,9,457,1828,46,29,1380987,45746
97,291,390,1560,39,91,1199373,39039
97,291,322,1288,35,34,1079202,32235
29,87,480,1920,51,46,1538838,48051
91,273,445,1780,58,3,1767309,44558
84,252,399,1596,86,10,2605230,39986
77,231,735,2940,97,9,2933127,73597
18,54,78,312,18,30,545490,7818
45,135,761,3044,75,58,2263674,76175
48,144,509,2036,3,40,104520,50903
82,246,855,3420,88,71,2664813,85588
13,39,612,2448,25,24,753972,61225
50,150,414,1656,44,36,1335108,41444
80,240,191,764,40,17,1224051,19140
16,48,560,2240,10,5,304815,56010
47,141,990,3960,33,51,1004253,99033
29,87,190,760,8,60,248880,19008
83,249,91,364,14,66,445098,9114
37,111,571,2284,53,35,1601205,57153
21,63,187,748,58,39,1746417,18758
34,102,455,1820,71,61,2140383,45571
13,39,278,1112,96,3,2883909,27896
11,33,638,2552,46,76,1383528,63846
82,246,755,3020,14,23,444669,75514
46,138,472,1888,65,25,1963875,47265
81,243,714,2856,94,28,2844384,71494
32,96,908,3632,89,41,2679723,90889
25,75,695,2780,50,33,1507599,69550
96,288,546,2184,89,95,2699085,54689
95,285,740,2960,94,43,2848629,74094
86,258,210,840,68,34,2065902,21068
9,27,569,2276,19,10,572730,56919
44,132,723,2892,40,97,1213491,72340
16,48,773,3092,41,73,1235019,77341
16,48,715,2860,37,77,1115031,71537
62,186,660,2640,56,26,1698678,66056
88,264,480,1920,18,17,566451,48018
16,48,633,2532,99,70,2975010,63399
53,159,710,2840,44,65,1336095,71044
28,84,278,1112,91,55,2738565,27891
41,123,473,1892,41,53,1242459,47341
29,87,758,3032,14,87,428961,75814
9,27,126,504,95,67,2852901,12695
95,285,29,116,26,27,808581,2926
23,69,618,2472,30,13,906939,61830
25,75,502,2008,39,10,1177530,50239
43,129,315,1260,32,58,973074,31532
7,21,688,2752,50,59,1502277,68850
66,198,319,1276,98,96,2960088,31998
26,78,855,3420,10,95,308085,85510
98,294,64,256,68,28,2069484,6468
58,174,943,3772,44,14,1337442,94344
56,168,911,3644,7,54,226962,91107
19,57,922,3688,41,66,1235898,92241
56,168,30,120,54,71,1637013,3054
65,195,892,3568,28,95,859785,89228
34,102,445,1780,95,24,2860272,44595
58,174,811,3244,58,39,1757517,81158
50,150,534,2136,15,90,465270,53415
21,63,778,3112,77,6,2316318,77877
24,72,387,1548,66,52,1987356,38766
54,162,976,3904,1,38,46314,97601
21,63,796,3184,82,25,2466375,79682
30,90,166,664,41,0,1239000,16641
5,15,472,1888,9,20,271560,47209
82,246,565,2260,20,71,624813,56520
40,120,251,1004,57,15,1722045,25157
73,219,581,2324,59,65,1792095,58159
78,234,660,2640,76,46,2303538,66076
79,237,446,1784,96,0,2903700,44696
54,162,404,1616,1,26,46278,40401
76,228,798,3192,28,91,863073,79828
28,84,865,3460,54,42,1628526,86554
53,159,997,3988,54,81,1636143,99754
40,120,659,2636,83,39,2502117,65983
77,231,369,1476,16,97,503391,36916
81,243,773,3092,65,41,1974423,77365
15,45,950,3800,61,16,1834548,95061
29,87,323,1292,58,79,1748937,32358
45,135,702,2808,12,13,373539,70212
92,276,278,1112,65,68,1977804,27865
19,57,528,2112,54,27,1625781,52854
92,276,753,3012,44,17,1347651,75344
23,69,914,3656,64,36,1927008,91464
67,201,668,2672,4,16,140148,66804
67,201,398,1592,68,37,2060211,39868
31,93,575,2300,26,12,789336,57526
82,246,143,572,12,77,384831,14312
99,297,382,1528,61,84,1859952,38261
37,111,518,2072,87,15,2621145,51887
86,258,291,1164,5,88,176064,29105
21,63,11,44,6,50,186450,1106
62,186,758,3032,45,30,1368690,75845
65,195,481,1924,85,12,2569536,48185
94,282,223,892,41,9,1258227,22341
74,222,772,3088,46,71,1402413,77246
30,90,871,3484,45,22,1359066,87145
90,270,292,1168,55,87,1677261,29255
93,279,570,2280,4,16,147948,57004
63,189,522,2088,40,9,1218927,52240
24,72,745,2980,83,84,2497452,74583
63,189,854,3416,39,40,1189020,85439
19,57,896,3584,91,57,2735871,89691
17,51,76,304,57,46,1715238,7657
56,168,553,2212,62,63,1876989,55362
10,30,570,2280,90,25,2703075,57090
38,114,765,3060,24,8,731424,76524
37,111,758,3032,58,16,1751148,75858
44,132,759,3036,70,51,2113353,75970
34,102,887,3548,91,40,2740320,88791
88,264,312,1248,46,75,1406625,31246
44,132,842,3368,13,99,403497,84213
24,72,402,1608,18,75,547425,40218
21,63,77,308,12,33,366399,7712
80,240,430,1720,78,84,2364252,43078
22,66,886,3544,53,3,1596609,88653
61,183,999,3996,54,61,1638483,99954
44,132,897,3588,31,67,943401,89731
16,48,924,3696,31,83,935049,92431
36,108,30,120,84,47,2530941,3084
39,117,683,2732,13,6,401718,68313
89,267,700,2800,27,40,836820,70027
53,159,561,2244,35,54,1066062,56135
84,252,947,3788,18,15,565245,94718
33,99,597,2388,27,97,820191,59727
21,63,632,2528,63,65,1896495,63263
68,204,867,3468,85,60,2570580,86785
23,69,427,1708,3,24,96972,42703
99,297,32,128,94,80,2849940,3294
66,198,60,240,77,89,2330067,6077
60,180,922,3688,66,75,1998225,92266
48,144,306,1224,14,73,434619,30614
9,27,751,3004,2,98,62994,75102
59,177,530,2120,80,81,2417943,53080
93,279,866,3464,6,34,208002,86606
92,276,481,1924,29,92,897876,48129
85,255,561,2244,36,47,1105641,56136
29,87,558,2232,71,81,2138943,55871
52,156,205,820,74,90,2235870,20574
39,117,869,3476,58,74,1751922,86958
72,216,640,2560,69,80,2091840,64069
31,93,17,68,23,41,699423,1723
16,48,537,2148,91,95,2735085,53791
39,117,378,1512,96,99,2891997,37896
80,240,741,2964,61,5,1854015,74161
36,108,438,1752,81,82,2441046,43881
87,261,406,1624,93,74,2816322,40693
3,9,489,1956,6,18,180954,48906
27,81,662,2648,86,73,2588319,66286
17,51,268,1072,59,54,1775262,26859
39,117,18,72,79,52,2381856,1879
48,144,767,3068,33,0,1004400,76733
94,282,228,912,95,45,2878335,22895
42,126,956,3824,57,25,1722675,95657
88,264,945,3780,58,2,1766406,94558
88,264,143,572,38,31,1166493,14338
42,126,166,664,70,87,2112861,16670
52,156,460,1840,89,46,2685738,46089
47,141,703,2812,45,3,1364109,70345
31,93,867,3468,52,17,1569351,86752
22,66,402,1608,25,57,756771,40225
97,291,173,692,1,82,59346,17301
84,252,608,2432,1,86,55458,60801
12,36,70,280,85,81,2553843,7085
66,198,182,728,96,17,2899851,18296
12,36,193,772,65,64,1953792,19365
42,126,595,2380,99,45,2982735,59599
30,90,76,304,74,89,2229267,7674
83,249,554,2216,45,7,1374921,55445
59,177,81,324,79,13,2387739,8179
24,72,187,748,9,29,277287,18709
59,177,685,2740,81,69,2447907,68581
25,75,576,2304,49,66,1477698,57649
82,246,629,2516,50,25,1524675,62950
91,273,926,3704,54,67,1647501,92654
87,261,975,3900,77,80,2336340,97577
28,84,214,856,71,98,2138694,21471
5,15,284,1136,43,41,1291623,28443
55,165,905,3620,15,58,466674,90515
39,117,364,1456,59,93,1781979,36459
95,285,443,1772,57,34,1738602,44357
11,33,173,692,90,10,2703330,17390
34,102,940,3760,45,95,1360485,94045
33,99,499,1996,47,91,1420173,49947
44,132,1,4,70,41,2113323,170
24,72,854,3416,8,19,247257,85408
99,297,794,3176,55,74,1679922,79455
84,252,10,40,48,28,1465284,1048
92,276,987,3948,86,78,2607834,98786
88,264,349,1396,42,19,1286457,34942
79,237,540,2160,86,38,2603814,54086
88,264,219,876,62,99,1886697,21962
38,114,607,2428,94,37,2831511,60794
68,204,669,2676,45,30,1370490,66945
66,198,847,3388,2,67,80001,84702
9,27,958,3832,92,33,2762799,95892
3,9,870,3480,74,83,2221149,87074
80,240,219,876,31,76,954228,21931
9,27,427,1708,90,22,2702766,42790
16,48,319,1276,91,18,2734854,31991
45,135,370,1480,26,77,793731,37026
3,9,457,1828,51,18,1530954,45751
48,144,902,3608,36,64,1094592,90236
76,228,736,2944,27,71,833013,73627
20,60,215,860,8,52,246156,21508
62,186,434,1736,6,12,198636,43406
83,249,400,1600,12,31,384993,40012
91,273,529,2116,1,70,57510,52901
23,69,149,596,19,15,576945,14919
49,147,557,2228,56,75,1694925,55756
96,288,136,544,71,38,2158914,13671
74,222,695,2780,54,12,1642236,69554
84,252,917,3668,64,70,1945410,91764
75,225,702,2808,62,69,1882707,70262
64,192,832,3328,67,32,2029296,83267
45,135,530,2120,40,66,1213698,53040
56,168,394,1576,26,22,796866,39426
18,54,3,12,20,97,605691,320
24,72,909,3636,32,39,967317,90932
9,27,730,2920,20,52,602856,73020
51,153,603,2412,2,78,75534,60302
13,39,500,2000,64,95,1924185,50064
71,213,250,1000,69,9,2091327,25069
39,117,77,308,0,74,11922,7700
38,114,678,2712,59,24,1781472,67859
44,132,630,2520,33,32,1003296,63033
46,138,533,2132,86,66,2593998,53386
43,129,729,2916,9,33,282999,72909
67,201,135,540,40,67,1220301,13540
65,195,873,3492,88,22,2659566,87388
66,198,537,2148,87,76,2630028,53787
69,207,360,1440,31,89,950967,36031
84,252,722,2888,13,12,415236,72213
27,81,512,2048,99,56,2978268,51299
73,219,990,3960,89,96,2692188,99089
97,291,396,1584,85,59,2579277,39685
4,12,997,3988,45,50,1351350,99745
93,279,960,3840,69,75,2098125,96069
67,201,551,2204,56,71,1700313,55156
97,291,560,2240,55,53,1679259,56055
55,165,514,2056,46,35,1396605,51446
71,213,940,3760,81,52,2451456,94081
9,27,755,3020,47,8,1412724,75547
17,51,281,1124,53,3,1595109,28153
50,150,916,3664,8,36,255108,91608
90,270,991,3964,77,72,2337216,99177
24,72,902,3608,25,98,757494,90225
87,261,860,3440,0,96,26388,86000
70,210,208,832,21,69,651207,20821
97,291,978,3912,10,8,329124,97810
54,162,233,932,49,60,1486380,23349
64,192,33,132,58,82,1759446,3358
8,24,581,2324,26,33,782499,58126
42,126,304,1216,40,39,1212717,30440
38,114,536,2144,18,39,551517,53618
12,36,959,3836,4,7,123621,95904
26,78,55,220,75,75,2258025,5575
70,210,800,3200,44,21,1341063,80044
66,198,850,3400,96,93,2900079,85096
39,117,921,3684,77,29,2321787,92177
35,105,89,356,93,13,2800539,8993
59,177,2,8,59,22,1787766,259
18,54,702,2808,65,28,1955484,70265
77,231,816,3264,43,31,1313193,81643
72,216,194,776,64,20,1941660,19464
79,237,805,3220,22,22,683766,80522
35,105,308,1232,28,22,850566,30828
87,261,283,1132,56,84,1706352,28356
34,102,618,2472,25,41,760323,61825
36,108,391,1564,82,66,2470998,39182
73,219,498,1992,65,82,1972146,49865
89,267,820,3280,30,5,926715,82030
29,87,453,1812,69,59,2078877,45369
17,51,542,2168,17,67,515301,54217
86,258,401,1604,96,57,2905971,40196
73,219,164,656,96,30,2901990,16496
4,12,831,3324,74,97,2221491,83174
75,225,366,1464,82,50,2482650,36682
39,117,728,2912,38,2,1151706,72838
25,75,649,2596,13,5,397515,64913
55,165,113,452,58,17,1756551,11358
28,84,555,2220,29,91,878673,55529
7,21,535,2140,18,67,542301,53518
20,60,725,2900,83,41,2496123,72583
50,150,515,2060,72,61,2175183,51572
27,81,737,2948,98,59,2948277,73798
62,186,470,1880,43,98,1308894,47043
57,171,546,2184,40,16,1217148,54640
9,27,283,1132,42,65,1262895,28342
50,150,497,1988,66,92,1995276,49766
56,168,895,3580,55,51,1666953,89555
92,276,380,1520,70,73,2127819,38070
71,213,869,3476,81,2,2451306,86981
8,24,342,1368,38,11,1142433,34238
77,231,530,2120,12,78,383334,53012
64,192,159,636,2,69,79407,15902
99,297,851,3404,3,94,119982,85103
10,30,168,672,74,40,2223120,16874
68,204,160,640,90,96,2720688,16090
39,117,859,3436,53,40,1601820,85953
59,177,799,3196,67,76,2027928,79967
52,156,264,1056,8,52,255756,26408
86,258,194,776,36,5,1105815,19436
74,222,916,3664,91,90,2752470,91691
43,129,446,1784,94,38,2833014,44694
98,294,821,3284,61,84,1859652,82161
36,108,163,652,33,37,1000911,16333
14,42,230,920,40,69,1204407,23040
73,219,544,2176,82,16,2481948,54482
31,93,973,3892,40,44,1209432,97340
17,51,483,1932,37,0,1115100,48337
52,156,288,1152,66,13,1995639,28866
85,255,959,3836,60,18,1825554,95960
23,69,319,1276,55,91,1657173,31955
37,111,958,3832,4,10,131130,95804
97,291,159,636,0,59,29277,15900
59,177,20,80,40,49,1217847,2040
38,114,896,3584,10,82,311646,89610
89,267,957,3828,97,64,2936892,95797
94,282,678,2712,95,15,2878245,67895
81,243,80,320,27,59,834477,8027
12,36,475,1900,10,78,303834,47510
83,249,980,3920,87,71,2635113,98087
93,279,267,1068,23,25,717975,26723
77,231,97,388,45,49,1373247,9745
91,273,446,1784,33,73,1017519,44633
47,141,228,912,31,74,944322,22831
43,129,629,2516,80,13,2412939,62980
73,219,555,2220,54,81,1642143,55554
97,291,634,2536,83,4,2519112,63483
21,63,833,3332,94,2,2826306,83394
35,105,132,528,23,94,700782,13223
75,225,818,3272,26,12,802536,81826
